date,campaign_id,platform,impressions,clicks,conversions,spend,ctr,conversion_rate,cost_per_click,cost_per_conversion
2023-11-21,CAMP_006,Google Ads,18490,815,18,539.69,4.41,2.21,0.66,29.98
2023-05-19,CAMP_001,Instagram Ads,91861,505,6,290.52,0.55,1.19,0.58,48.42
2023-02-06,CAMP_003,LinkedIn Ads,46163,849,16,64.92,1.84,1.88,0.08,4.06
2023-09-02,CAMP_010,Google Ads,39365,387,48,751.05,0.98,12.4,1.94,15.65
2023-09-12,CAMP_007,LinkedIn Ads,72231,92,4,537.01,0.13,4.35,5.84,134.25
2023-03-10,CAMP_004,Google Ads,51196,520,7,392.97,1.02,1.35,0.76,56.14
2023-05-23,CAMP_005,Facebook Ads,35741,994,43,760.31,2.78,4.33,0.76,17.68
2023-04-04,CAMP_007,LinkedIn Ads,49578,796,37,647.57,1.61,4.65,0.81,17.5
2023-03-15,CAMP_003,Instagram Ads,42790,825,49,179.49,1.93,5.94,0.22,3.66
2023-02-07,CAMP_009,Facebook Ads,85980,700,8,97.36,0.81,1.14,0.14,12.17
2023-03-13,CAMP_002,Instagram Ads,1385,721,3,956.12,52.06,0.42,1.33,318.71
2023-11-19,CAMP_004,Instagram Ads,97378,447,9,262.41,0.46,2.01,0.59,29.16
2023-02-03,CAMP_009,LinkedIn Ads,27942,496,20,210.2,1.78,4.03,0.42,10.51
2023-03-31,CAMP_010,LinkedIn Ads,82899,338,10,882.05,0.41,2.96,2.61,88.2
2023-06-15,CAMP_009,Facebook Ads,76735,532,9,221.42,0.69,1.69,0.42,24.6
2023-04-29,CAMP_005,LinkedIn Ads,59223,993,16,710.12,1.68,1.61,0.72,44.38
2023-03-13,CAMP_007,Google Ads,94406,761,42,255.89,0.81,5.52,0.34,6.09
2023-12-30,CAMP_004,Google Ads,8605,100,9,225.1,1.16,9.0,2.25,25.01
2023-10-05,CAMP_006,LinkedIn Ads,77243,546,21,185.26,0.71,3.85,0.34,8.82
2023-03-10,CAMP_002,LinkedIn Ads,83836,620,7,680.91,0.74,1.13,1.1,97.27
2023-09-26,CAMP_004,Facebook Ads,36225,321,50,306.65,0.89,15.58,0.96,6.13
2023-04-04,CAMP_003,Instagram Ads,25777,680,21,307.95,2.64,3.09,0.45,14.66
2023-08-30,CAMP_003,Google Ads,74992,719,19,383.09,0.96,2.64,0.53,20.16
2023-11-04,CAMP_002,LinkedIn Ads,50335,996,15,115.38,1.98,1.51,0.12,7.69
2023-08-10,CAMP_001,Google Ads,60187,934,0,114.45,1.55,0.0,0.12,
2023-03-08,CAMP_009,LinkedIn Ads,58603,1000,14,584.68,1.71,1.4,0.58,41.76
2023-09-13,CAMP_003,LinkedIn Ads,9024,649,9,696.27,7.19,1.39,1.07,77.36
2023-04-24,CAMP_007,Google Ads,55167,387,18,324.93,0.7,4.65,0.84,18.05
2023-04-02,CAMP_002,Facebook Ads,82628,806,24,600.37,0.98,2.98,0.74,25.02
2023-06-03,CAMP_009,Google Ads,14701,163,3,401.48,1.11,1.84,2.46,133.83
2023-02-04,CAMP_004,Instagram Ads,90316,104,29,296.78,0.12,27.88,2.85,10.23
2023-09-29,CAMP_002,Facebook Ads,89125,364,25,364.73,0.41,6.87,1.0,14.59
2023-02-06,CAMP_009,Facebook Ads,24005,961,15,344.18,4.0,1.56,0.36,22.95
2023-06-04,CAMP_002,Google Ads,16733,785,18,269.46,4.69,2.29,0.34,14.97
2023-07-28,CAMP_009,Facebook Ads,54125,216,39,782.23,0.4,18.06,3.62,20.06
2023-07-09,CAMP_006,Google Ads,76608,277,3,481.35,0.36,1.08,1.74,160.45
2023-01-16,CAMP_008,Facebook Ads,90570,579,26,392.98,0.64,4.49,0.68,15.11
2023-12-06,CAMP_004,Facebook Ads,32919,765,16,274.47,2.32,2.09,0.36,17.15
2023-04-15,CAMP_007,Instagram Ads,13637,578,13,812.63,4.24,2.25,1.41,62.51
2023-09-19,CAMP_005,Google Ads,39396,899,32,259.27,2.28,3.56,0.29,8.1
2023-02-01,CAMP_006,Google Ads,22505,692,20,628.6,3.07,2.89,0.91,31.43
2023-04-16,CAMP_006,Google Ads,90193,700,14,771.33,0.78,2.0,1.1,55.1
2023-10-18,CAMP_007,Facebook Ads,25120,556,9,609.3,2.21,1.62,1.1,67.7
2023-03-10,CAMP_009,Google Ads,3621,889,18,144.7,24.55,2.02,0.16,8.04
2023-07-29,CAMP_004,Google Ads,17904,317,2,153.93,1.77,0.63,0.49,76.97
2023-01-26,CAMP_005,LinkedIn Ads,43259,266,44,95.87,0.61,16.54,0.36,2.18
2023-03-02,CAMP_004,Instagram Ads,44104,982,14,224.65,2.23,1.43,0.23,16.05
2023-07-21,CAMP_003,Instagram Ads,39384,700,16,753.12,1.78,2.29,1.08,47.07
2023-07-12,CAMP_001,Instagram Ads,31407,766,23,641.54,2.44,3.0,0.84,27.89
2023-09-25,CAMP_007,Facebook Ads,84895,776,10,670.4,0.91,1.29,0.86,67.04
2023-11-26,CAMP_006,Google Ads,59271,418,19,89.25,0.71,4.55,0.21,4.7
2023-09-11,CAMP_007,Instagram Ads,76918,912,40,917.79,1.19,4.39,1.01,22.94
2023-07-29,CAMP_005,Instagram Ads,92639,130,15,947.2,0.14,11.54,7.29,63.15
2023-04-21,CAMP_002,Google Ads,47360,929,4,866.98,1.96,0.43,0.93,216.75
2023-01-20,CAMP_008,Google Ads,54113,91,22,879.78,0.17,24.18,9.67,39.99
2023-06-25,CAMP_004,Google Ads,98601,895,42,440.66,0.91,4.69,0.49,10.49
2023-03-03,CAMP_006,LinkedIn Ads,17995,470,5,301.26,2.61,1.06,0.64,60.25
2023-09-20,CAMP_002,LinkedIn Ads,57000,321,24,828.94,0.56,7.48,2.58,34.54
2023-09-15,CAMP_004,Facebook Ads,92383,523,43,697.06,0.57,8.22,1.33,16.21
2023-10-22,CAMP_005,Facebook Ads,59314,44,44,118.05,0.07,100.0,2.68,2.68
2023-04-26,CAMP_001,LinkedIn Ads,87607,266,40,578.95,0.3,15.04,2.18,14.47
2023-11-13,CAMP_006,Google Ads,62500,143,37,144.84,0.23,25.87,1.01,3.91
2023-02-20,CAMP_007,Instagram Ads,42924,659,7,304.9,1.54,1.06,0.46,43.56
2023-04-14,CAMP_002,LinkedIn Ads,12654,222,49,725.64,1.75,22.07,3.27,14.81
2023-07-21,CAMP_009,Instagram Ads,26028,820,47,947.32,3.15,5.73,1.16,20.16
2023-11-11,CAMP_003,LinkedIn Ads,92477,989,12,516.03,1.07,1.21,0.52,43.0
2023-03-27,CAMP_008,LinkedIn Ads,77623,934,11,877.3,1.2,1.18,0.94,79.75
2023-04-26,CAMP_004,Google Ads,13984,208,37,779.47,1.49,17.79,3.75,21.07
2023-10-11,CAMP_006,Instagram Ads,50803,559,33,868.87,1.1,5.9,1.55,26.33
2023-09-14,CAMP_005,Google Ads,98999,433,10,820.66,0.44,2.31,1.9,82.07
2023-06-10,CAMP_001,Facebook Ads,79358,500,33,160.18,0.63,6.6,0.32,4.85
2023-11-08,CAMP_009,Google Ads,58818,676,25,198.07,1.15,3.7,0.29,7.92
2023-08-11,CAMP_008,Google Ads,13794,806,24,934.94,5.84,2.98,1.16,38.96
2023-01-10,CAMP_008,Facebook Ads,66163,460,45,362.75,0.7,9.78,0.79,8.06
2023-10-28,CAMP_005,Facebook Ads,51943,247,11,692.63,0.48,4.45,2.8,62.97
2023-12-05,CAMP_006,Google Ads,43230,788,22,569.6,1.82,2.79,0.72,25.89
2023-01-27,CAMP_002,Google Ads,42065,174,9,388.6,0.41,5.17,2.23,43.18
2023-03-15,CAMP_009,Instagram Ads,45364,682,16,823.37,1.5,2.35,1.21,51.46
2023-03-22,CAMP_002,LinkedIn Ads,92457,549,32,180.24,0.59,5.83,0.33,5.63
2023-03-02,CAMP_007,LinkedIn Ads,49096,271,24,259.68,0.55,8.86,0.96,10.82
2023-11-19,CAMP_006,Facebook Ads,25111,643,32,325.76,2.56,4.98,0.51,10.18
2023-01-16,CAMP_006,Facebook Ads,14785,302,38,417.61,2.04,12.58,1.38,10.99
2023-01-14,CAMP_002,LinkedIn Ads,12676,573,11,525.82,4.52,1.92,0.92,47.8
2023-11-16,CAMP_008,Facebook Ads,71627,701,0,165.87,0.98,0.0,0.24,
2023-05-03,CAMP_003,Instagram Ads,57500,762,50,480.95,1.33,6.56,0.63,9.62
2023-12-25,CAMP_002,Google Ads,80377,38,8,706.89,0.05,21.05,18.6,88.36
2023-04-14,CAMP_001,Google Ads,62922,198,35,423.86,0.31,17.68,2.14,12.11
2023-11-23,CAMP_009,LinkedIn Ads,20910,332,2,471.53,1.59,0.6,1.42,235.76
2023-11-03,CAMP_001,Instagram Ads,56504,758,33,903.82,1.34,4.35,1.19,27.39
2023-07-02,CAMP_002,Google Ads,64537,822,1,891.84,1.27,0.12,1.08,891.84
2023-04-09,CAMP_006,LinkedIn Ads,82444,117,5,787.07,0.14,4.27,6.73,157.41
2023-08-28,CAMP_009,Google Ads,15872,991,25,347.33,6.24,2.52,0.35,13.89
2023-03-06,CAMP_003,Facebook Ads,99413,146,32,509.0,0.15,21.92,3.49,15.91
2023-03-23,CAMP_004,Instagram Ads,82399,837,28,869.13,1.02,3.35,1.04,31.04
2023-10-17,CAMP_004,Google Ads,33767,240,8,677.56,0.71,3.33,2.82,84.69
2023-09-11,CAMP_003,Instagram Ads,44125,232,0,369.91,0.53,0.0,1.59,
2023-12-20,CAMP_003,Facebook Ads,22535,316,15,368.66,1.4,4.75,1.17,24.58
2023-02-24,CAMP_003,Google Ads,93215,52,29,280.78,0.06,55.77,5.4,9.68
2023-05-24,CAMP_003,Google Ads,62302,235,21,783.51,0.38,8.94,3.33,37.31
2023-01-15,CAMP_008,Facebook Ads,72303,753,45,371.56,1.04,5.98,0.49,8.26
2023-09-30,CAMP_007,Facebook Ads,80654,52,19,679.04,0.06,36.54,13.06,35.74
2023-12-06,CAMP_001,LinkedIn Ads,42053,258,16,609.03,0.61,6.2,2.36,38.06
2023-08-06,CAMP_001,Google Ads,77077,741,9,423.82,0.96,1.21,0.57,47.09
2023-02-19,CAMP_004,Facebook Ads,37611,868,39,933.82,2.31,4.49,1.08,23.94
2023-04-24,CAMP_010,Google Ads,52298,861,31,585.32,1.65,3.6,0.68,18.88
2023-03-04,CAMP_002,Google Ads,73815,902,23,426.85,1.22,2.55,0.47,18.56
2023-12-26,CAMP_008,Instagram Ads,4964,627,10,98.74,12.63,1.59,0.16,9.87
2023-06-09,CAMP_001,Google Ads,10171,288,14,326.5,2.83,4.86,1.13,23.32
2023-04-18,CAMP_007,Facebook Ads,78093,914,48,799.76,1.17,5.25,0.88,16.66
2023-07-03,CAMP_002,Google Ads,88320,808,39,930.93,0.91,4.83,1.15,23.87
2023-08-27,CAMP_003,Instagram Ads,83657,85,0,896.74,0.1,0.0,10.55,
2023-04-01,CAMP_003,Google Ads,4803,555,5,658.88,11.56,0.9,1.19,131.78
2023-06-08,CAMP_009,Facebook Ads,54238,503,45,963.23,0.93,8.95,1.91,21.41
2023-04-30,CAMP_001,LinkedIn Ads,61604,21,33,915.56,0.03,157.14,43.6,27.74
2023-11-30,CAMP_003,Google Ads,66584,791,31,722.89,1.19,3.92,0.91,23.32
2023-03-30,CAMP_002,Google Ads,28929,407,0,590.5,1.41,0.0,1.45,
2023-11-17,CAMP_001,Google Ads,50154,164,41,886.55,0.33,25.0,5.41,21.62
2023-03-27,CAMP_010,Google Ads,26042,473,22,498.63,1.82,4.65,1.05,22.66
2023-04-17,CAMP_005,Facebook Ads,54670,781,5,896.76,1.43,0.64,1.15,179.35
2023-10-12,CAMP_010,LinkedIn Ads,95512,198,0,287.52,0.21,0.0,1.45,
2023-10-05,CAMP_003,LinkedIn Ads,7847,149,40,265.13,1.9,26.85,1.78,6.63
2023-07-07,CAMP_010,Instagram Ads,23169,780,40,90.96,3.37,5.13,0.12,2.27
2023-05-01,CAMP_007,Instagram Ads,21099,903,30,906.8,4.28,3.32,1.0,30.23
2023-10-09,CAMP_002,Instagram Ads,27725,666,43,272.5,2.4,6.46,0.41,6.34
2023-08-25,CAMP_009,Facebook Ads,82338,131,9,683.03,0.16,6.87,5.21,75.89
2023-06-10,CAMP_010,Instagram Ads,1208,844,18,738.97,69.87,2.13,0.88,41.05
2023-02-04,CAMP_001,Instagram Ads,42612,594,48,160.24,1.39,8.08,0.27,3.34
2023-06-01,CAMP_006,Google Ads,88650,809,0,418.91,0.91,0.0,0.52,
2023-03-15,CAMP_001,LinkedIn Ads,66566,114,30,591.53,0.17,26.32,5.19,19.72
2023-06-18,CAMP_008,Google Ads,14014,165,14,601.29,1.18,8.48,3.64,42.95
2023-05-05,CAMP_005,LinkedIn Ads,79811,276,13,469.55,0.35,4.71,1.7,36.12
2023-05-29,CAMP_007,Google Ads,40300,924,17,786.14,2.29,1.84,0.85,46.24
2023-11-01,CAMP_009,LinkedIn Ads,7792,349,19,433.64,4.48,5.44,1.24,22.82
2023-06-04,CAMP_001,LinkedIn Ads,39654,859,49,582.31,2.17,5.7,0.68,11.88
2023-04-20,CAMP_010,Facebook Ads,73591,114,45,449.76,0.15,39.47,3.95,9.99
2023-06-14,CAMP_002,Instagram Ads,61752,290,3,995.87,0.47,1.03,3.43,331.96
2023-07-06,CAMP_008,Google Ads,86343,729,43,135.58,0.84,5.9,0.19,3.15
2023-06-03,CAMP_009,Instagram Ads,86733,126,20,574.32,0.15,15.87,4.56,28.72
2023-12-11,CAMP_002,Google Ads,66414,293,20,106.62,0.44,6.83,0.36,5.33
2023-05-01,CAMP_008,Instagram Ads,21751,524,23,949.22,2.41,4.39,1.81,41.27
2023-03-14,CAMP_007,Google Ads,24515,881,26,792.8,3.59,2.95,0.9,30.49
2023-11-19,CAMP_008,Google Ads,15930,156,17,444.08,0.98,10.9,2.85,26.12
2023-03-27,CAMP_001,Facebook Ads,6149,893,49,636.94,14.52,5.49,0.71,13.0
2023-06-15,CAMP_006,LinkedIn Ads,4587,975,1,208.16,21.26,0.1,0.21,208.16
2023-07-21,CAMP_005,Google Ads,69934,845,45,950.99,1.21,5.33,1.13,21.13
2023-12-19,CAMP_008,Facebook Ads,50935,765,10,173.04,1.5,1.31,0.23,17.3
2023-09-25,CAMP_003,Google Ads,1767,197,6,843.54,11.15,3.05,4.28,140.59
2023-04-14,CAMP_001,LinkedIn Ads,19446,903,29,383.55,4.64,3.21,0.42,13.23
2023-04-23,CAMP_003,Instagram Ads,88772,677,23,315.39,0.76,3.4,0.47,13.71
2023-03-18,CAMP_009,LinkedIn Ads,12676,418,7,425.72,3.3,1.67,1.02,60.82
2023-03-27,CAMP_003,LinkedIn Ads,55764,255,44,774.74,0.46,17.25,3.04,17.61
2023-05-13,CAMP_010,Facebook Ads,28614,567,5,699.46,1.98,0.88,1.23,139.89
2023-10-20,CAMP_005,Google Ads,60490,260,6,243.13,0.43,2.31,0.94,40.52
2023-12-20,CAMP_001,Google Ads,58208,472,18,244.47,0.81,3.81,0.52,13.58
2023-11-07,CAMP_002,LinkedIn Ads,98212,855,10,395.31,0.87,1.17,0.46,39.53
2023-03-24,CAMP_002,LinkedIn Ads,31167,982,40,232.46,3.15,4.07,0.24,5.81
2023-11-12,CAMP_004,LinkedIn Ads,62109,174,17,970.32,0.28,9.77,5.58,57.08
2023-03-04,CAMP_007,Facebook Ads,34143,466,48,267.79,1.36,10.3,0.57,5.58
2023-02-02,CAMP_006,LinkedIn Ads,87461,161,18,509.38,0.18,11.18,3.16,28.3
2023-04-11,CAMP_009,LinkedIn Ads,39343,842,29,493.23,2.14,3.44,0.59,17.01
2023-07-02,CAMP_003,Google Ads,35877,231,46,831.95,0.64,19.91,3.6,18.09
2023-12-05,CAMP_005,Facebook Ads,93276,513,14,532.94,0.55,2.73,1.04,38.07
2023-10-24,CAMP_002,Google Ads,9049,118,40,234.64,1.3,33.9,1.99,5.87
2023-03-04,CAMP_002,Google Ads,56437,995,43,941.96,1.76,4.32,0.95,21.91
2023-04-13,CAMP_005,Facebook Ads,88799,502,42,297.04,0.57,8.37,0.59,7.07
2023-10-02,CAMP_001,Facebook Ads,41557,84,38,753.65,0.2,45.24,8.97,19.83
2023-10-24,CAMP_005,Google Ads,76050,991,34,523.83,1.3,3.43,0.53,15.41
2023-02-01,CAMP_009,Google Ads,14331,888,23,72.77,6.2,2.59,0.08,3.16
2023-10-05,CAMP_006,Instagram Ads,98108,20,37,604.86,0.02,185.0,30.24,16.35
2023-11-22,CAMP_002,Facebook Ads,76796,443,20,343.91,0.58,4.51,0.78,17.2
2023-06-26,CAMP_003,Google Ads,39555,869,8,983.63,2.2,0.92,1.13,122.95
2023-10-10,CAMP_001,Facebook Ads,47148,435,10,479.12,0.92,2.3,1.1,47.91
2023-06-30,CAMP_002,Instagram Ads,8906,849,49,201.48,9.53,5.77,0.24,4.11
2023-10-03,CAMP_009,Google Ads,70226,753,10,863.33,1.07,1.33,1.15,86.33
2023-12-23,CAMP_001,Google Ads,19305,532,40,636.45,2.76,7.52,1.2,15.91
2023-03-11,CAMP_008,LinkedIn Ads,9291,992,20,279.04,10.68,2.02,0.28,13.95
2023-04-29,CAMP_007,LinkedIn Ads,75052,487,10,773.74,0.65,2.05,1.59,77.37
2023-12-08,CAMP_001,Instagram Ads,7698,333,37,946.46,4.33,11.11,2.84,25.58
2023-07-10,CAMP_009,LinkedIn Ads,35708,589,42,742.95,1.65,7.13,1.26,17.69
2023-03-07,CAMP_009,Google Ads,42067,205,3,493.89,0.49,1.46,2.41,164.63
2023-11-18,CAMP_010,Instagram Ads,32511,600,14,515.95,1.85,2.33,0.86,36.85
2023-05-07,CAMP_002,Google Ads,75212,52,14,111.2,0.07,26.92,2.14,7.94
2023-06-20,CAMP_004,Instagram Ads,92484,777,6,60.85,0.84,0.77,0.08,10.14
2023-09-13,CAMP_007,Google Ads,12388,450,9,788.58,3.63,2.0,1.75,87.62
2023-02-08,CAMP_008,Facebook Ads,89205,14,33,297.82,0.02,235.71,21.27,9.02
2023-05-16,CAMP_001,Facebook Ads,20833,126,47,668.59,0.6,37.3,5.31,14.23
2023-12-08,CAMP_008,Google Ads,1343,800,49,687.78,59.57,6.12,0.86,14.04
2023-04-30,CAMP_002,Instagram Ads,88974,704,10,231.47,0.79,1.42,0.33,23.15
2023-09-01,CAMP_006,Facebook Ads,90730,85,13,280.8,0.09,15.29,3.3,21.6
2023-01-26,CAMP_004,Facebook Ads,5633,170,50,279.85,3.02,29.41,1.65,5.6
2023-01-08,CAMP_007,Instagram Ads,32628,759,22,348.34,2.33,2.9,0.46,15.83
2023-12-05,CAMP_001,Facebook Ads,89062,537,19,676.03,0.6,3.54,1.26,35.58
2023-08-14,CAMP_002,Facebook Ads,32927,934,0,408.96,2.84,0.0,0.44,
2023-08-17,CAMP_005,Instagram Ads,33301,255,5,192.57,0.77,1.96,0.76,38.51
2023-08-29,CAMP_004,LinkedIn Ads,63610,320,8,433.03,0.5,2.5,1.35,54.13
2023-01-02,CAMP_001,Google Ads,46910,709,37,358.04,1.51,5.22,0.5,9.68
2023-04-06,CAMP_005,LinkedIn Ads,86774,539,49,700.0,0.62,9.09,1.3,14.29
2023-10-13,CAMP_010,LinkedIn Ads,46072,825,28,566.35,1.79,3.39,0.69,20.23
2023-10-18,CAMP_003,Google Ads,67012,673,4,556.21,1.0,0.59,0.83,139.05
2023-03-11,CAMP_001,Google Ads,54869,330,44,499.17,0.6,13.33,1.51,11.34
2023-09-25,CAMP_002,Facebook Ads,12240,733,0,732.54,5.99,0.0,1.0,
2023-12-27,CAMP_004,LinkedIn Ads,52580,738,5,890.17,1.4,0.68,1.21,178.03
2023-11-18,CAMP_009,Google Ads,80887,707,4,659.48,0.87,0.57,0.93,164.87
2023-09-20,CAMP_004,Instagram Ads,44530,403,47,753.99,0.91,11.66,1.87,16.04
2023-06-19,CAMP_010,Facebook Ads,14471,716,6,321.17,4.95,0.84,0.45,53.53
2023-01-12,CAMP_009,Instagram Ads,4629,997,49,832.47,21.54,4.91,0.83,16.99
2023-08-20,CAMP_006,Google Ads,58433,517,40,648.35,0.88,7.74,1.25,16.21
2023-01-20,CAMP_005,Google Ads,35668,795,13,985.28,2.23,1.64,1.24,75.79
2023-11-03,CAMP_007,Instagram Ads,2159,950,15,802.98,44.0,1.58,0.85,53.53
2023-08-20,CAMP_006,Google Ads,15506,487,31,394.13,3.14,6.37,0.81,12.71
2023-09-02,CAMP_007,LinkedIn Ads,3896,447,18,233.79,11.47,4.03,0.52,12.99
2023-08-17,CAMP_004,LinkedIn Ads,43868,482,48,227.58,1.1,9.96,0.47,4.74
2023-01-11,CAMP_002,Google Ads,28532,771,41,330.61,2.7,5.32,0.43,8.06
2023-04-24,CAMP_006,Instagram Ads,5745,880,15,307.25,15.32,1.7,0.35,20.48
2023-06-03,CAMP_004,Google Ads,16148,563,27,954.69,3.49,4.8,1.7,35.36
2023-07-19,CAMP_009,LinkedIn Ads,62612,534,22,67.31,0.85,4.12,0.13,3.06
2023-01-25,CAMP_006,Instagram Ads,64155,78,37,244.03,0.12,47.44,3.13,6.6
2023-10-15,CAMP_008,Facebook Ads,20266,798,22,724.89,3.94,2.76,0.91,32.95
2023-11-06,CAMP_002,Facebook Ads,75991,194,50,600.46,0.26,25.77,3.1,12.01
2023-01-19,CAMP_009,Google Ads,41826,403,46,528.31,0.96,11.41,1.31,11.48
2023-02-22,CAMP_003,Instagram Ads,56623,249,17,266.8,0.44,6.83,1.07,15.69
2023-11-12,CAMP_008,LinkedIn Ads,65474,849,35,143.82,1.3,4.12,0.17,4.11
2023-09-09,CAMP_009,LinkedIn Ads,42340,145,20,741.2,0.34,13.79,5.11,37.06
2023-11-06,CAMP_004,Instagram Ads,56514,238,22,235.08,0.42,9.24,0.99,10.69
2023-11-08,CAMP_006,Google Ads,3820,912,37,931.01,23.87,4.06,1.02,25.16
2023-11-02,CAMP_009,LinkedIn Ads,53415,643,28,850.21,1.2,4.35,1.32,30.36
2023-01-12,CAMP_006,LinkedIn Ads,97647,928,29,82.63,0.95,3.12,0.09,2.85
2023-01-29,CAMP_010,Google Ads,51515,578,21,562.12,1.12,3.63,0.97,26.77
2023-01-26,CAMP_004,Instagram Ads,4487,455,42,749.01,10.14,9.23,1.65,17.83
2023-01-11,CAMP_003,Facebook Ads,8788,952,38,328.46,10.83,3.99,0.35,8.64
2023-02-16,CAMP_008,Google Ads,87385,908,16,711.48,1.04,1.76,0.78,44.47
2023-11-04,CAMP_008,LinkedIn Ads,28239,83,36,754.2,0.29,43.37,9.09,20.95
2023-05-07,CAMP_004,Instagram Ads,33844,742,14,90.27,2.19,1.89,0.12,6.45
2023-01-17,CAMP_009,Facebook Ads,16553,94,6,958.07,0.57,6.38,10.19,159.68
2023-10-21,CAMP_006,Facebook Ads,28667,184,50,868.37,0.64,27.17,4.72,17.37
2023-04-27,CAMP_003,LinkedIn Ads,2307,306,16,631.15,13.26,5.23,2.06,39.45
2023-11-01,CAMP_003,Google Ads,40522,332,29,668.72,0.82,8.73,2.01,23.06
2023-05-20,CAMP_006,Facebook Ads,51737,771,28,58.05,1.49,3.63,0.08,2.07
2023-12-25,CAMP_007,LinkedIn Ads,91963,239,19,977.68,0.26,7.95,4.09,51.46
2023-11-18,CAMP_001,LinkedIn Ads,53004,511,19,173.56,0.96,3.72,0.34,9.13
2023-09-09,CAMP_006,Facebook Ads,37952,653,1,350.97,1.72,0.15,0.54,350.97
2023-12-28,CAMP_002,Facebook Ads,90775,718,29,188.57,0.79,4.04,0.26,6.5
2023-01-04,CAMP_005,Facebook Ads,91532,771,24,455.03,0.84,3.11,0.59,18.96
2023-03-17,CAMP_003,Facebook Ads,6814,896,16,671.22,13.15,1.79,0.75,41.95
2023-01-04,CAMP_007,Google Ads,61991,338,49,792.53,0.55,14.5,2.34,16.17
2023-09-11,CAMP_010,Facebook Ads,49426,536,7,146.24,1.08,1.31,0.27,20.89
2023-02-25,CAMP_009,Instagram Ads,11047,672,28,331.22,6.08,4.17,0.49,11.83
2023-01-19,CAMP_009,Facebook Ads,79690,180,33,634.76,0.23,18.33,3.53,19.24
2023-10-11,CAMP_005,Instagram Ads,51079,94,17,842.78,0.18,18.09,8.97,49.58
2023-09-18,CAMP_005,Facebook Ads,58405,133,23,220.43,0.23,17.29,1.66,9.58
2023-08-06,CAMP_006,Facebook Ads,26970,836,41,264.76,3.1,4.9,0.32,6.46
2023-08-21,CAMP_007,Instagram Ads,81124,889,45,841.69,1.1,5.06,0.95,18.7
2023-09-01,CAMP_002,Google Ads,85557,240,10,261.97,0.28,4.17,1.09,26.2
2023-11-11,CAMP_007,Google Ads,14302,592,15,178.41,4.14,2.53,0.3,11.89
2023-11-08,CAMP_005,Instagram Ads,18901,877,13,127.27,4.64,1.48,0.15,9.79
2023-07-20,CAMP_005,Google Ads,39524,763,25,139.95,1.93,3.28,0.18,5.6
2023-12-24,CAMP_006,LinkedIn Ads,84444,344,41,243.5,0.41,11.92,0.71,5.94
2023-12-07,CAMP_003,Instagram Ads,72785,441,27,141.09,0.61,6.12,0.32,5.23
2023-04-10,CAMP_007,Instagram Ads,73718,471,32,186.52,0.64,6.79,0.4,5.83
2023-09-05,CAMP_005,Instagram Ads,49386,543,28,244.31,1.1,5.16,0.45,8.73
2023-03-08,CAMP_009,LinkedIn Ads,24639,11,14,288.69,0.04,127.27,26.24,20.62
2023-04-28,CAMP_003,Google Ads,10424,973,40,50.74,9.33,4.11,0.05,1.27
2023-10-28,CAMP_005,Instagram Ads,34242,961,23,638.48,2.81,2.39,0.66,27.76
2023-02-14,CAMP_001,LinkedIn Ads,87031,956,42,576.85,1.1,4.39,0.6,13.73
2023-07-15,CAMP_001,Instagram Ads,31017,613,27,459.49,1.98,4.4,0.75,17.02
2023-08-17,CAMP_009,Instagram Ads,89902,720,32,803.59,0.8,4.44,1.12,25.11
2023-11-29,CAMP_006,Google Ads,79394,353,9,286.53,0.44,2.55,0.81,31.84
2023-09-19,CAMP_002,Instagram Ads,92929,652,24,915.03,0.7,3.68,1.4,38.13
2023-04-10,CAMP_008,Instagram Ads,95988,998,22,275.93,1.04,2.2,0.28,12.54
2023-02-22,CAMP_007,Google Ads,55726,959,12,121.85,1.72,1.25,0.13,10.15
2023-05-19,CAMP_006,LinkedIn Ads,32687,122,35,145.91,0.37,28.69,1.2,4.17
2023-09-28,CAMP_006,Instagram Ads,17652,137,22,975.39,0.78,16.06,7.12,44.34
2023-11-03,CAMP_004,Instagram Ads,30659,186,16,629.74,0.61,8.6,3.39,39.36
2023-10-25,CAMP_008,LinkedIn Ads,10752,325,37,898.21,3.02,11.38,2.76,24.28
2023-04-21,CAMP_004,Instagram Ads,1451,105,16,457.01,7.24,15.24,4.35,28.56
2023-04-13,CAMP_004,LinkedIn Ads,58293,818,40,523.63,1.4,4.89,0.64,13.09
2023-11-08,CAMP_004,LinkedIn Ads,87418,748,49,206.16,0.86,6.55,0.28,4.21
2023-01-15,CAMP_005,Instagram Ads,7827,853,7,301.21,10.9,0.82,0.35,43.03
2023-10-07,CAMP_005,Instagram Ads,20493,977,49,400.22,4.77,5.02,0.41,8.17
2023-01-10,CAMP_009,Google Ads,69466,636,44,116.26,0.92,6.92,0.18,2.64
2023-10-16,CAMP_005,Facebook Ads,46280,803,8,989.67,1.74,1.0,1.23,123.71
2023-09-29,CAMP_009,Facebook Ads,87050,779,33,887.77,0.89,4.24,1.14,26.9
2023-02-12,CAMP_007,Facebook Ads,15552,370,32,229.9,2.38,8.65,0.62,7.18
2023-12-14,CAMP_008,Google Ads,17950,711,31,126.3,3.96,4.36,0.18,4.07
2023-04-14,CAMP_010,LinkedIn Ads,89641,331,12,402.52,0.37,3.63,1.22,33.54
2023-02-06,CAMP_004,LinkedIn Ads,74184,325,38,871.35,0.44,11.69,2.68,22.93
